Název vysoké školy,Rezortní identifikátor,Název fakulty nebo pracoviště,Název studijního programu,Kód studijního programu,Název studijního oboru,Kód studijního oboru,Počet absolventů v rámci Královéhradeckého kraje za rok 2022,Název vyššího územního samosprávného celku,Kód vyššího územního samosprávného celku dle číselníku ČSÚ,Název okresu,Kód okresu dle číselníku ČSÚ,Název správního obvodu obce s rozšířenou působností,Kód správního obvodu obce s rozšířenou působností dle číselníku ČSÚ,Název obce,Kód obce dle číselníku ČSÚ,Název ulice,Číslo popisné nebo evidenční podle typu čísla domovního,Typ čísla domovního,Číslo orientační,PSČ,Webové stránky,Zápis vektorové geometrie,Zeměpisná délka v souřadnicovém systému WGS84,Zeměpisná šířka v souřadnicovém systému WGS84,Jedinečný identifikátor v katalogu otevřených dat Data KHK,ID,x2,y2
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,"Hygiena, preventivní lékařství",P0912D350056,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS194,194,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Chirurgie,P0912D350030,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS195,195,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Klinická onkologie a radioterapie,P0912D350060,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS196,196,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Lékařská farmakologie,P0912D350051,,,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS197,197,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Lékařská chemie a biochemie,P0912D350058,,,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS198,198,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Lékařská imunologie,P0912D350047,,,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS199,199,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Lékařská mikrobiologie,P0912D350078,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS200,200,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Neurologie,P0912D350018,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS201,201,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Ošetřovatelství,B5341,,,23,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS202,202,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Ošetřovatelství,B5341,Všeobecná sestra,5341R009,23,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS203,203,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Patologie,P0912D350032,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS204,204,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Radiologie,P0912D350035,,,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS205,205,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Vnitřní nemoci,P0912D350065,,,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS206,206,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Všeobecné lékařství,M5103,,,186,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS207,207,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Všeobecné lékařství,M5103,Kmenový obor: Všeobecné lékařství,5103T000,186,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS208,208,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Zubní lékařství,M5111,,,40,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS209,209,1762750.19249179,6483388.61777563
Univerzita Karlova,11150,Lékařská fakulta v Hradci  Králové,Zubní lékařství,M5111,Kmenový obor: Stomatologie,5104T000,40,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Šimkova ,870,č.p.,,50003,https://www.lfhk.cuni.cz/,POINT(50.2138214  15.8350544),15.8350544,50.2138214,AVS210,210,1762750.19249179,6483388.61777563
Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Bioanalytická laboratorní diagnostika ve zdravotnictví,N0914P360004,,,28,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS211,211,1762835.01794378,6481242.40175375
Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Bioanalytické metody,P0914D360003,,,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS212,212,1762835.01794378,6481242.40175375
Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Farmacie,M5206,,,171,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS213,213,1762835.01794378,6481242.40175375
Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Farmacie,M5206,Farmacie,5206T004,171,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS214,214,1762835.01794378,6481242.40175375
Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Farmakognosie a nutraceutika,P0916D080002,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS215,215,1762835.01794378,6481242.40175375
Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Farmakologie a toxikologie,P0916D080009,,,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS216,216,1762835.01794378,6481242.40175375
Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Klinická a sociální farmacie,P0916D080001,,,3,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS217,217,1762835.01794378,6481242.40175375
Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Laboratorní diagnostika ve zdravotnictví,B0914A360002,,,18,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS218,218,1762835.01794378,6481242.40175375
Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Pharmacognosy and Nutraceuticals,P0916D080003,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS219,219,1762835.01794378,6481242.40175375
Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Pharmacology and Toxicology,P0916D080012,,,1,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS220,220,1762835.01794378,6481242.40175375
Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Xenobiochemie a patobiochemie,P0916D080013,,,2,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS221,221,1762835.01794378,6481242.40175375
Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Zdravotnická bioanalytika,B5207,,,8,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS222,222,1762835.01794378,6481242.40175375
Univerzita Karlova,11160,Farmaceutická fakulta v Hradci  Králové,Zdravotnická bioanalytika,B5207,Zdravotní laborant,5345R020,8,Královehradecký kraj,CZ052,Hradec Králové ,CZ0521,Hradec Králové,5205,Hradec Králové ,569810,Akademika Heyrovského,1203,č.p.,,50003,https://www.faf.cuni.cz/,POINT(50.2014822  15.8358164),15.8358164,50.2014822,AVS223,223,1762835.01794378,6481242.40175375
